id,name,type,date,distance_km,duration_min,elevation_m,avg_speed_kmh,max_speed_kmh,calories,kudos,polyline,pace_min_km,date_only,month_year
15175645508,Morning Ride,Ride,2025-07-20 05:59:55+00:00,42.1,137.1,390.7,18.4212,59.760000000000005,0,15,tgh~Ab`abHi@rCY|BGTYn@_A~AaFhIuDxDW\a@ZI@ECOQIC]F_Ad@a@?MEQOe@g@w@yAm@uAs@yAc@gAwA}CsEsJMa@]k@eAcCyDgIeAeCw@}A}@_CwAmC}@yB[g@iAaCoD_Im@oAg@iA_@aA_AwCg@qAyBsEaGoMu@iB{DsK_BwEc@yAa@oBk@eDiAaIa@uD_@kE]yG?cAGqAIkGHaIZ{I`@_JHs@Ny@`A_Cb@yANmADe@VeHBiBK}Am@_DIu@Ag@PiEN{GdAeUHqCn@wOJ{ALeEn@wNToGhB}b@rAu\XoDl@eFZcGzAk`@@gEEgCYwC_@qCWyAm@kCMu@q@kDe@gCiFqWo@gDWaAaB}F_BuI_FcWcBeJsAuGqA_HeFqWmKkj@wBmK[mBm@kCcBkJqAkGuAwHmB}JEu@?g@T{AVy@AMEO_@o@SOa@SqAUo@EyACWEe@KOAUBMDKJo@v@]P}D|@y@JwADwC_@{A]kAc@}Aw@qBuAs_@qXcSsNkBwAilAg{@iJ}GmCiBoByAcBgAiByAuBwA{DuC}{@kn@}KgIeBiA_HeFGT~@n@xc@t[tOzKdo@td@zLvInX`Sji@|_@vInGb|@tn@fBbAfAb@p@RdARz@LbAJx@BnAEhAMxCo@f@EVBn@Pf@Df@RdChBVV^j@ZfAhAxFdBnJtAxGzIld@tZt~ArKbk@xI~c@fA|FZpBXdCLdCHjDCfD}Az^QfFU~EC?e@vNOrCgBdb@a@rKeC~l@GtCQjCqB|f@?|@HjAJl@h@~BJ|@Bt@?f@GdBSpEQtA]jAy@hBY~@OVGTo@|NSdGGdE?|FFlDN|ETfEZnD\~C\rC`@fCP~@NfAfAdFfArEfBfGz@|BvArDjGjNt@vAzBbFtC`GXv@b@z@vCtGbEtIlD|HRj@~JdTfG`N`AjB~D|It@zA~FoAHOl@u@`CgCp@i@XIPQVk@hE{GfBoDAGCCcBc@EIl@wEV{A,3.3,2025-07-20,2025-07
15164754765,Morning Run,Run,2025-07-19 07:48:24+00:00,10.0,55.03333333333333,32.0,10.9044,14.688,0,15,xei~AvhabHuAbCANGLq@x@Wd@g@f@]h@MZi@|@cAxBaArAk@`Am@v@ITYf@s@hA_@r@s@dAo@hAaAxAIRQr@UTo@b@a@j@dByBNg@Vk@rAaC~AaCl@gA`@g@Ti@`@e@Xs@p@eATYz@}Af@w@h@iAjA{AFO\g@jA_Cd@q@bAkB`@k@Vk@dAeBPa@f@w@@IESAS@w@BaAA_ABe@HuC@eDJkB?iAB_AAe@De@?_AHwBT_AQmA?mA@[Fg@Ca@PuDBwCX_FHcECaA@_DIsD@eAEcABmBG]CS@KJQb@U^IjDDX@^Nb@FvAIvA@l@DHBPNJBN?x@MTAdFTrDDpGPbAFrA@v@FnBB|AH|FJ`CHvA@aNc@sFIgBIsAAoAGqBCqESkGKoDMeBB{@JW?WC]QQCmCI_@@QB]LQLGLb@`CSJCHATTdKIxF@~@AZKzAGVCPDf@KhBAl@IrAId@E~A?`@D`@K`@EbAB`@Lh@Fl@Mv@QlHE`AA|BIlBG`@Cz@?`@IpAJhB?\If@?NAn@H^CNa@x@Yb@i@|@]t@i@r@kCrEq@bAMXUZWl@i@n@Yd@Qd@sA|BuApBoBvDiAbBwA`Cy@hAq@vAMh@EHMRe@`@i@p@OVUTO\YXYd@eApA{@|@g@VKJMNERALD`@CDCAG]?SD[JY^a@bAk@h@q@\Y\_@\m@j@u@t@mAj@c@PUVu@Ve@bEiGb@}@tAaCr@{AdFgI,5.5,2025-07-19,2025-07
15148664160,Afternoon Ride,Ride,2025-07-17 16:15:20+00:00,22.9,100.51666666666667,180.8,13.654800000000002,32.328,0,14,tth~Ab{`bHj@JzBXjAR|En@~B^f@FRATBFCFEr@sAHe@Fw@@y@BCB@BTJ@FEDu@CgALsDA[PmGA{@De@Cs@Hi@HkDPkAOaAG{@Bi@H]Cm@XoE?iAPwE@u@Dk@BwEI}EKwLBUJQPIPClAAlCJLBd@R^MNAhBFx@ArJXtCDvCL|Tl@jJRlHTxCVdCb@l@TjA\hAd@xAv@lAv@pB`BjAvAfA~Aj@bAP`@xGpMvEnJpEzIl@rAxArCXl@`AlBTj@B@?C}A}C}@yAeCgFm@{AeAmBsAqCiG{LYw@wFkKw@mA}@cAgBcBqBsAoBcAeBo@aCk@yB[_BO_KYICOKWCst@oBgAGMCOQC[F}B?q@n@kVd@ySHmBBaCBGHCp@Dx@AdBJp@CHAFC@MG_AAiACUR{C@w@Hq@DcA@}DDmA@{@FO?IAi@DwA@eAHK@IAkBFgDAgA@k@Fo@DCV?n@IBE@IEIMCeAEsEGiKUYIWBAEBACByEC}ADw@AoDKkAG_@GqAE{@GaAD{@MiAC{@Gs@Bu@Gw@?{@FYGKDmAGuDIoBAm@MmKWuBOuA?cDG}B?y@Gm@@mAO}@AsDO{C@uGKeBGS@YH}@Eq@BsCE[F{@?IDMRK@oHK}A\oC\e@Ro@`@e@j@wAdCSj@[rBGpBObCCPYt@Kp@g@jM?pAE~@A~BBf@FrGNdCBHP@f@At@Up@@XAtAa@l@KlBYtDq@~AQpBg@p@Ux@Kx@S~Bc@rBm@XCr@?zAUdAIhEaAbBk@x@c@fA[j@e@JOHY\oCj@gADQGCFB?Hw@|A_@nCENSXa@ZiAZmAj@yBt@aDn@_BJeANo@AYBwBp@oB^aAVy@H}Af@uAZwC`@oCf@mBVgB`@W@m@Cs@Ps@@EDTfD`A|JCJMRSNCJPpAvApJ^fBz@bDfAdDLXvDpKZr@V\`AlBJLVNTD^A`@K~BaAjBcAhI_EbEyBn@e@^ItCmAx@U`AUbBUp@ExC?b@DdCH`Ub@r@Dx@AvAH`E@rCJb[j@rBJ\CHB?LBD~@TLJFJDVKh@?hBAj@DhADL@x@CN?`@N|CG`CDR@f@MlBChA@|@G|A@PKdGIdAW`CExAELWb@G^At@XlB@d@C^BVC`Ai@zT@XIxAEHQ?yAYqDk@qAO_AEwAUi@Q{Dm@,4.4,2025-07-17,2025-07
15092388637,Lunch Run,Run,2025-07-12 11:51:25+00:00,5.0,23.9,5.6,12.5568,17.568,0,12,jhi~A`eabHk@z@e@j@y@bB_@j@_@r@Y^Yl@a@d@[h@Ob@w@lAUVi@|@kAlBa@x@_@h@Qb@[^a@v@kCdEwA`C|@iBlEiHl@y@dAiBT]n@kAn@eAj@kAPWVk@x@aAVk@h@}@n@_A`BqCd@_AX[Zs@^o@|@eBRUBKGo@?c@DuACs@DcDl@wTLw@AGMt@CbD@f@C`@@l@KhAGpAC`DEtA?z@IzBDr@IvA?r@Fn@AFeA|AK`@yAxBcEzHYZ[h@_@^u@nAY^S^s@dAs@nAc@n@_@t@]d@_@v@[h@s@bAs@lAq@pAyAdCYfAaAr@{@tAsAlB`FyGNk@j@iAPc@zC}Ef@}@l@y@r@yAhBwC|@eBl@y@|@uA~@eB`BmCt@qA,4.8,2025-07-12,2025-07
15039731317,Evening Run,Run,2025-07-07 18:44:40+00:00,5.0,28.183333333333334,17.2,10.6524,15.552000000000001,0,13,b{h~Ah|`bHTD`@Nv@L`AJ\Hf@B~@JhCd@@B?J}@lEQLYf@_BtCYr@W\Sd@g@j@c@n@Wl@_@l@e@l@iA|BcDtFoBvCaAbBUX[f@Ud@GXKXw@n@KLcA|AuAjBaAbAiAr@URKNIX?^DNBAE[@[La@X[v@e@z@_Av@u@FMHYt@cALW~AcBJUJm@LWz@wAvB_Dz@{AT]RQ|@wATo@Za@Tg@RYjBgDZc@x@wAp@_AP_@dAcBHYTe@f@s@\a@JWTYNYNc@`@o@x@_BRWDUCg@BiCCq@BmACiAJmCFyCFe@D_AFe@?qBATBbBIzAGdEEv@GXEt@A~BBbAE|@E\At@@RF^AJeBrCo@zAg@r@k@jA{A~B_@x@t@{Aj@_A|@mBt@eATe@IiAEOGE}@K_DU,5.6,2025-07-07,2025-07
15000155378,Night Run,Run,2025-07-03 21:19:14+00:00,4.0,22.866666666666667,18.3,10.5156,15.192,0,14,dwh~Az{`bHtGz@`ATzBPbBZPtBU^STc@nAIJOL_@b@q@vAWb@Y^Yf@Un@g@d@qAjBYl@yA~BQb@]n@M`@[b@WVUd@cCpDw@vAsArBSn@AEBO`@}@zEwHb@k@fAkB`@_A\c@Xk@r@iAv@wAtAoBtAoCNQRS^m@`AgBPc@JS\[PYb@aAl@}@p@sABMI]As@H}ACm@H_EH_ALeGNsAG_ABgAJcCJk@AGEJKj@EpC@f@Cb@?z@Gf@OrB?nBOrHBf@EfA?|AD`@ENUd@,5.7,2025-07-03,2025-07
14977733537,Evening Run,Run,2025-07-01 18:17:30+00:00,5.0,28.683333333333334,19.4,10.5084,16.2,0,12,jxh~Az{`bHpBTx@NbKfDSj@e@h@q@|Ak@`AY\}@|AGXWj@IJITm@l@[d@KVq@lAw@hAw@rAUVe@`AYb@y@`BeAhBgBhCWh@c@p@IDKZEZITORu@j@}AdCGET[Vi@j@_A`A_AXgA^u@dAcBf@k@v@sA\g@^w@l@s@Va@VWTu@r@cAjBmDZu@xAeBJQF]X[z@sA\u@lBaDl@mATa@Z[b@y@HYV_@@OGYCU@k@J{AEq@JiD@_AJ_CFmCHeAC}@@w@LgDFWFCKl@KpDIl@Bv@Iv@?`@BVAX?j@Ch@Av@It@?d@Gh@E~@AbABbBIfA?b@?^H^AL_@v@UVUj@y@zAa@b@[x@w@rAQRi@t@s@lAKVSVUb@a@f@c@r@Xs@Za@j@eAb@m@LYj@aAXs@Xk@bAcBf@o@DK?a@KMBa@AEGCqCa@uAKmCa@,5.7,2025-07-01,2025-07
14798315062,Lunch Run,Run,2025-06-14 12:35:00+00:00,5.0,28.166666666666668,5.7,10.6524,15.336,0,16,~ci~AhlabHc@j@q@fAUp@]\[b@S^ONsC~EY\a@~@m@z@O^e@l@s@tAeBpCy@hAYj@Y`AMPi@`@]^a@r@s@z@s@dADAXa@b@u@DO\c@p@oAl@i@DIJUPs@Vg@xAuBt@uAt@iANURQZe@Re@^o@Vq@`@u@nCqEl@u@`A{ArAeCXm@~AmCz@iAl@qAb@q@l@iAPU@ME]A{@FuACq@FwBD{@?gAJaEDa@?_AHq@AaAFyBDoAJs@EDANA|BGtAA|@Bh@In@E|@GvDKp@?\MtB?|@JfAAd@Et@@z@BXAToAlCm@|@k@dAcBrCiAdBSd@_@h@Ud@g@n@]h@`@u@HUZe@Pa@vAcCnA_Cx@sA\]LWDKKkAKGICuBYc@ImAKc@I}BUgCa@aCWaAQ,5.6,2025-06-14,2025-06
14759479925,Afternoon Run,Run,2025-06-10 16:58:57+00:00,5.0,25.733333333333334,16.6,11.7108,16.128000000000004,0,13,|yh~Ah|`bH|AXjBPnAT^@bALpB\HDFnAIZKVYf@Qj@s@xAKL[p@k@|@[n@e@h@a@j@SRc@p@GNa@t@SRMPi@hAcBvCQd@Yd@UTw@dAsC`Fq@bAENW`@IRQHRq@h@aARc@nAqBt@uAv@oATYZg@`@g@\w@fDyFdA_B^_@Rk@N[tCcFz@oAn@sAh@w@z@cBPWBOG_@?_AHqAGw@H}BFmAA_AD}B@c@Hk@?{@Jo@Em@N}ELg@Kj@At@IrC?j@OtBDr@Ap@KdB?t@M|@Cx@@vADlBGlAD|@?VmBhDkAhCY`@u@pAmAfBQ`@c@p@Qd@a@`@e@n@CAJUVe@X_@`@}@Zc@h@_Ar@yAjAmB[cAw@QwBWcASqAKaBYK@q@Mu@GeFy@c@E,5.1,2025-06-10,2025-06
14544228360,Afternoon Run,Run,2025-05-20 17:17:20+00:00,4.2,20.733333333333334,20.7,12.0348,14.976,0,12,~rh~Apz`bH|ATbBNz@N`@BxDp@`CTlAR^HHFJT@NALDN]x@i@t@Qb@iBxC{AtC}AfCOPmBvC]r@wAjCqAbBfB{CRe@`@i@^q@|AgCTe@NSf@aAd@k@`@y@p@_Ad@aArAwB^u@d@m@^y@x@mAZm@L]@eH`@qLC{@Fs@Cy@Fi@F_BFa@@_@L}@C@ABE~@IvEBt@Ij@Ez@KhE@NIf@?f@IzA?|@DT?V]dGu@vAk@x@Sj@YZKZ_@v@cBhCo@rACCJ[lA_CR_@p@}@d@}@Xa@Xm@CGM{@MG{@M_Gq@uB[g@MoFq@,5.0,2025-05-20,2025-05
14518324407,Morning run,Run,2025-05-18 07:34:55+00:00,10.0,59.1,88.6,10.1916,12.672,0,14,ddg_BvtocHXDRCFKVo@Dc@AGEIUK{Bk@kAQmB_@i@Es@Ww@Sa@OoFeAk@QcAS{Bo@QCs@SuBa@cDu@eAYe@U_AQu@UaBa@qAU{A_@iBm@aAWQMEO?MNe@x@_Bb@o@jBuDbBwDn@iAvBiE~BaF^s@z@qApAwA|CwCjB_BpI}HnC_C`@Yf@c@z@o@j@m@V[pAgA|AqAz@k@lAq@^MpA_@z@Or@EZ@dA?h@Ff@@n@HfAZj@JpFt@v@?hBQx@M|AMt@Cd@D~@Vb@F~@GdB_@TKb@Y^a@NKPIh@MfJeAlAQfAS~ACv@Hj@P~G|APVDP?HWt@g@rCSv@Kr@_@vAUxAk@lB]zBIVYhAIRe@xB_@hBYhBMp@UbAYbAUpAQx@Ul@QlAUx@QbAQh@c@hBKt@}@~D]pBSf@c@fCy@fDm@xCi@tBKv@q@xCG^}AhHg@rCoAnFMr@a@|A]bBo@lC}@|E[~@Kf@KPOFS?MCWSk@u@w@sAMe@@c@p@kDh@}BFe@x@eDd@gCTs@D]X_BXiAh@gCRkAd@gBRkARw@F]|@{DTsAtAeGBOCIqAUcGuAuDaAiCk@q@MM@k@X}BbCoEvDsH|GKPK\[dBk@zBQpASt@KJWDo@CGBMVWdAILQ@g@I,5.9,2025-05-18,2025-05
14492582119,Afternoon Run,Run,2025-05-15 17:27:21+00:00,3.0,15.5,16.8,11.6172,16.704,0,11,rsh~Atz`bHxB\dDb@zBb@t@Jp@BzARxAXDBCXL`@HJ?H[t@UXSZo@vAwBbDS`@QZQb@e@j@c@p@m@jAiDpFQ`@a@l@k@jA_@l@STs@lA]b@m@bA_@h@s@jAQf@EDFm@Xi@vCgEN[dAiB^e@bAsBd@s@x@_B`BgC`@e@^q@j@mAn@gA|AmCv@iADOTa@\_@NYOaBeEk@eAKwK}A,5.2,2025-05-15,2025-05
14461902086,Afternoon Run,Run,2025-05-12 17:22:46+00:00,3.0,15.583333333333334,16.4,11.5632,16.704,0,10,pth~A|z`bHtAN`BXn@F`El@bBPnB\V@HFC\DNNT@LIRk@z@U`@MZ{@vAc@x@y@dAe@t@i@nAu@lA}@pAiAnBSRu@pAIT[f@m@pAu@dAeAjBiCdESd@ECZo@HUnFwIt@eA`@e@Na@\o@JW^g@dAaB`@aAPYb@y@Xa@Xg@LOzAkC\i@JUz@qAPa@d@k@Xk@S{AmCYsDg@gAGmAUcC[}B],5.2,2025-05-12,2025-05
14383533013,Morning Run,Run,2025-05-05 07:30:07+00:00,5.0,26.416666666666668,19.9,11.466000000000001,14.832,0,13,`th~Avz`bHnC^~ALnBXr@Ld@NjCb@~ARDD?R@ZHT@HQf@c@l@ITy@~AoBbDOZY\Mj@i@h@kD|FSTO^s@rAe@h@e@fAgAfBm@|@_A~AaAzAc@x@DWP_@n@eAfAaBnDcGf@i@L]x@aBpAmBt@yAVu@x@gAZk@NOvCeFV[JYt@_ANg@vA}BVi@FWGa@Cm@FkBCk@@oCB]HuDHyADg@@_ADg@Eq@?k@L_CBq@Jw@ABKr@Ct@Ff@GdCBr@I|@C~AIvBMpAA~@GdCDnBGf@Aj@@b@DT?PkArBKZq@|A[V]x@cBxCaA~A_@`@Sl@c@`@c@p@CA?EP_@r@_ALYrCwEfAuBt@gAHQaFaC}BY]GgAMa@I_@Cw@O_CY,5.2,2025-05-05,2025-05
14276117777,Afternoon Run,Run,2025-04-24 17:10:09+00:00,3.0,15.466666666666667,16.4,11.682,16.992,0,14,fth~Af{`bH|@Hp@Lr@DPFrD`@~@PdAFlAVzAPJH?RDZJZO^U\ITUZS`@_@h@k@jAkAhBM\SVWf@o@x@W^Ob@SVw@tAy@lAa@p@]b@Qb@W\Q^c@dAiA~AmApB_@d@CHyA~BZq@~@uAtDoGx@gAdAoBTW\s@j@}@j@kA~AcCh@eAx@mAxAmCjAoBb@m@N_@CUEUJ_@IG{@Mc@C{@MaAGaGw@qB_@yBW,5.1,2025-04-24,2025-04
